縣市,鄉鎮,村里,開票所數,蔡蘇得票,馬吳得票,宋林得票,無效票,選舉人數,藍綠比例
基隆市,暖暖區,過港里,2,769,1494,94,24,10200,0.32037118868758
基隆市,暖暖區,暖東里,1,106,154,12,9,1236,0.18461538461538
基隆市,中山區,中和里,3,1192,2249,141,75,15273,0.30717814588782
基隆市,中山區,德和里,3,1349,2558,163,54,15819,0.30944458663937
基隆市,中山區,太白里,1,242,309,44,18,2604,0.12159709618875
基隆市,中山區,新建里,1,271,263,23,24,2193,-0.01498127340824
基隆市,中山區,仁正里,1,195,327,24,21,2403,0.25287356321839
基隆市,中山區,文化里,1,289,410,14,27,3540,0.17310443490701
基隆市,中山區,西康里,1,591,460,41,15,4758,-0.12464319695528
基隆市,中山區,德安里,2,946,1479,106,42,10437,0.21979381443299
基隆市,中山區,民治里,1,256,330,35,18,2667,0.12627986348123
基隆市,中山區,通明里,2,514,724,62,30,5571,0.16962843295638
基隆市,中山區,中山里,1,303,348,27,24,2961,0.069124423963134
基隆市,中山區,安平里,1,295,333,18,18,2550,0.060509554140127
基隆市,中山區,和平里,1,118,251,11,0,1623,0.36043360433604
基隆市,中山區,西華里,1,316,361,28,15,2841,0.066469719350074
基隆市,中山區,健民里,1,410,444,42,36,3780,0.039812646370023
基隆市,中山區,居仁里,1,372,533,37,15,4173,0.17790055248619
基隆市,中山區,仙洞里,1,219,244,11,18,2022,0.053995680345572
基隆市,中山區,協和里,2,497,600,46,15,4809,0.093892433910665
基隆市,中山區,中興里,1,354,554,30,21,3984,0.22026431718062
基隆市,中山區,通化里,1,279,437,31,15,3177,0.22067039106145
基隆市,中山區,西榮里,1,213,310,30,24,2253,0.18546845124283
基隆市,中山區,和慶里,3,1438,2223,171,69,16893,0.21442228899208
基隆市,中山區,安民里,1,356,420,32,6,3174,0.082474226804124
桃園縣,大園鄉,大園村,4,1956,2029,100,102,16719,0.01831869510665
基隆市,中正區,入船里,1,255,410,23,15,2910,0.23308270676692
基隆市,中正區,正砂里,2,526,1116,66,27,6933,0.35931790499391
基隆市,中正區,建國里,2,379,994,61,36,6024,0.44792425345958
基隆市,中正區,中船里,1,271,561,39,3,3675,0.34855769230769
基隆市,中正區,海濱里,1,248,592,31,18,3795,0.40952380952381
基隆市,中正區,信義里,1,279,375,32,12,2883,0.14678899082569
基隆市,中正區,新豐里,3,870,1880,154,48,13035,0.36727272727273
基隆市,中正區,真砂里,1,332,658,28,15,4086,0.32929292929293
基隆市,中正區,社寮里,1,556,631,41,45,5367,0.06318449873631
基隆市,中正區,和憲里,1,167,482,39,18,3174,0.48536209553159
基隆市,中正區,新富里,3,963,1906,122,45,13512,0.32868595329383
基隆市,中正區,港通里,1,373,500,34,30,3648,0.1454753722795
基隆市,中正區,砂灣里,2,402,963,53,45,6051,0.41098901098901
基隆市,中正區,長潭里,1,267,171,8,9,1677,-0.21917808219178
基隆市,中正區,碧砂里,1,472,382,35,9,3960,-0.10538641686183
基隆市,中正區,德義里,1,232,317,26,12,2298,0.15482695810565
基隆市,中正區,正船里,1,307,586,37,3,3999,0.31243001119821
基隆市,中正區,正義里,1,374,566,25,24,3969,0.20425531914894
基隆市,中正區,中正里,1,460,756,60,39,6219,0.24342105263158
基隆市,中正區,平寮里,1,442,478,44,36,4128,0.039130434782609
基隆市,中正區,八斗里,1,685,333,27,21,4467,-0.34577603143418
基隆市,中正區,砂子里,3,1022,1704,134,48,13206,0.25018341892883
基隆市,中正區,中砂里,1,297,549,33,15,3486,0.29787234042553
基隆市,中正區,中濱里,1,307,567,41,18,3915,0.2974828375286
基隆市,七堵區,永安里,2,558,932,59,15,6300,0.2510067114094
基隆市,七堵區,六堵里,1,593,812,67,27,6045,0.155871886121
基隆市,七堵區,長興里,3,965,1585,97,30,10893,0.24313725490196
基隆市,七堵區,實踐里,3,1024,1419,93,45,10755,0.16168645108473
基隆市,七堵區,正光里,2,632,909,56,27,6678,0.17975340687865
基隆市,七堵區,友一里,1,422,741,36,18,4833,0.27429062768702
基隆市,七堵區,百福里,3,1546,2141,132,81,16110,0.16137781394087
基隆市,七堵區,泰安里,3,1072,1592,97,42,11415,0.1951951951952
基隆市,七堵區,長安里,1,532,880,59,45,6465,0.24645892351275
基隆市,七堵區,自強里,1,281,354,32,27,2763,0.11496062992126
基隆市,七堵區,瑪西里,1,128,114,11,6,1038,-0.057851239669422
基隆市,七堵區,八德里,2,448,597,50,18,4551,0.14258373205742
基隆市,七堵區,富民里,2,885,1745,110,48,10794,0.32699619771863
基隆市,七堵區,堵南里,1,623,700,33,24,5793,0.058201058201058
基隆市,七堵區,堵北里,2,981,1263,71,45,9672,0.12566844919786
基隆市,七堵區,永平里,2,526,904,47,24,5829,0.26433566433566
基隆市,七堵區,友二里,1,167,156,6,9,1374,-0.03405572755418
基隆市,七堵區,瑪東里,1,101,91,5,6,849,-0.052083333333333
基隆市,七堵區,正明里,2,576,902,40,42,6069,0.22056833558863
基隆市,安樂區,安和里,1,302,341,19,6,2631,0.060653188180404
基隆市,安樂區,五福里,2,873,1564,105,51,10485,0.28354534263439
基隆市,安樂區,新崙里,2,883,1378,98,18,10086,0.21892967713401
基隆市,安樂區,四維里,3,1172,2217,144,42,13827,0.30835054588374
基隆市,安樂區,武崙里,2,919,1747,123,51,11574,0.3105776444111
基隆市,安樂區,鶯歌里,2,719,1222,84,27,8874,0.25914477073673
基隆市,安樂區,長樂里,2,723,1537,78,30,8946,0.36017699115044
基隆市,安樂區,西川里,1,309,512,32,24,3630,0.24725943970767
基隆市,安樂區,永康里,2,609,679,53,30,5766,0.054347826086957
臺南市,新營區,太北里,1,805,327,25,36,4824,-0.42226148409894
臺南市,南區,府南里,3,1784,1448,79,75,13350,-0.1039603960396
基隆市,安樂區,壯觀里,2,681,1554,97,36,9456,0.39060402684564
基隆市,安樂區,三民里,2,655,1258,89,18,8298,0.31521170935703
基隆市,安樂區,六合里,2,905,1775,123,51,11073,0.32462686567164
基隆市,安樂區,定邦里,1,340,479,38,30,3408,0.16971916971917
基隆市,安樂區,興寮里,2,976,1659,126,48,11991,0.25920303605313
基隆市,安樂區,新西里,1,368,532,29,39,4089,0.18222222222222
基隆市,安樂區,中崙里,1,401,604,45,18,4404,0.20199004975124
基隆市,安樂區,七賢里,2,777,1181,64,12,8214,0.20633299284985
基隆市,安樂區,外寮里,2,962,1536,115,57,10848,0.22978382706165
基隆市,安樂區,樂一里,1,206,225,20,6,1860,0.044083526682135
基隆市,安樂區,嘉仁里,2,1100,1149,88,51,9741,0.02178746109382
基隆市,安樂區,干城里,2,660,824,51,42,6534,0.11051212938005
基隆市,安樂區,慈仁里,1,366,314,23,6,2802,-0.076470588235294
基隆市,安樂區,定國里,1,310,407,33,21,3258,0.13528591352859
基隆市,仁愛區,誠仁里,1,331,372,23,6,3027,0.058321479374111
基隆市,仁愛區,龍門里,1,264,263,27,6,2385,-0.0018975332068312
基隆市,仁愛區,福仁里,1,254,297,20,12,2427,0.078039927404719
基隆市,仁愛區,仁德里,1,330,348,15,6,2775,0.026548672566372
基隆市,仁愛區,忠勇里,1,338,389,29,15,3153,0.070151306740027
基隆市,仁愛區,朝棟里,2,568,1385,110,48,8499,0.41833077316948
基隆市,仁愛區,德厚里,1,459,741,32,21,5151,0.235
基隆市,仁愛區,花崗里,1,324,500,19,12,3459,0.21359223300971
基隆市,仁愛區,曲水里,1,328,346,20,18,2733,0.026706231454006
基隆市,仁愛區,育仁里,2,265,261,24,15,2373,-0.0076045627376425
基隆市,仁愛區,水錦里,1,500,861,44,27,5757,0.26524614254225
基隆市,仁愛區,智仁里,2,681,1111,61,45,7485,0.23995535714286
基隆市,仁愛區,文昌里,1,329,250,25,12,2349,-0.13644214162349
基隆市,仁愛區,和明里,1,407,773,44,12,5046,0.31016949152542
基隆市,仁愛區,吉仁里,2,827,948,78,36,7992,0.068169014084507
基隆市,仁愛區,新店里,1,206,234,17,6,1845,0.063636363636364
基隆市,仁愛區,博愛里,2,499,651,31,24,4665,0.13217391304348
基隆市,仁愛區,玉田里,1,344,456,22,12,3255,0.14
基隆市,仁愛區,兆連里,1,194,321,21,18,2253,0.24660194174757
基隆市,仁愛區,光華里,2,708,924,75,42,7251,0.13235294117647
基隆市,仁愛區,文安里,1,316,314,21,21,2757,-0.0031746031746032
基隆市,仁愛區,書院里,1,392,378,23,21,3300,-0.018181818181818
基隆市,仁愛區,同風里,1,183,263,8,3,1779,0.17937219730942
基隆市,仁愛區,明德里,1,230,277,18,18,2139,0.092702169625247
基隆市,仁愛區,獅球里,1,296,396,32,36,3051,0.14450867052023
基隆市,仁愛區,虹橋里,1,469,720,21,21,4974,0.21110176619008
基隆市,仁愛區,崇文里,1,290,335,19,18,2667,0.072
基隆市,仁愛區,林泉里,1,554,709,44,48,5733,0.12272367379256
基隆市,仁愛區,英仁里,2,405,485,38,27,4014,0.089887640449438
基隆市,信義區,東光里,2,443,825,52,27,5556,0.301261829653
基隆市,信義區,東安里,2,652,1297,79,27,8313,0.33093894304772
基隆市,信義區,義和里,1,280,611,38,12,4296,0.37149270482604
基隆市,信義區,智慧里,1,180,289,21,9,1923,0.23240938166311
基隆市,信義區,智誠里,2,450,588,41,30,4776,0.13294797687861
基隆市,信義區,孝賢里,2,686,1420,97,30,8910,0.34852801519468
基隆市,信義區,信綠里,2,518,1019,51,51,6666,0.32595966167859
基隆市,信義區,義昭里,1,180,474,18,12,2727,0.44954128440367
基隆市,信義區,孝岡里,1,266,468,36,21,3408,0.27520435967302
基隆市,信義區,仁壽里,1,289,503,23,18,3270,0.27020202020202
臺北市,內湖區,明湖里,3,1139,1848,89,60,11763,0.23736190157349
基隆市,信義區,禮東里,1,341,817,45,30,4668,0.41105354058722
基隆市,信義區,東明里,2,714,1600,104,39,9981,0.3828867761452
基隆市,信義區,孝深里,2,681,1172,86,45,8721,0.26497571505666
基隆市,信義區,義民里,1,231,359,20,15,2397,0.21694915254237
基隆市,信義區,東信里,3,794,1749,93,36,10737,0.37554069996068
基隆市,信義區,孝德里,1,529,923,66,21,6840,0.27134986225895
基隆市,信義區,義幸里,2,542,1164,63,33,6906,0.36459554513482
臺東縣,綠島鄉,南寮村,1,85,446,14,6,3291,0.67984934086629
臺東縣,綠島鄉,公村,2,51,315,16,6,2007,0.72131147540984
臺東縣,綠島鄉,中寮村,1,87,338,27,9,2952,0.59058823529412
臺東縣,鹿野鄉,永安村,2,259,577,22,27,4323,0.38038277511962
臺東縣,鹿野鄉,瑞隆村,1,142,375,17,18,2784,0.45067698259188
臺東縣,鹿野鄉,龍田村,1,325,328,14,9,3156,0.004594180704441
臺東縣,鹿野鄉,鹿野村,2,207,446,14,15,3252,0.36600306278714
臺東縣,鹿野鄉,瑞源村,1,161,326,16,9,2544,0.3388090349076
臺東縣,鹿野鄉,瑞豐村,2,341,212,10,36,2805,-0.23327305605787
臺東縣,鹿野鄉,瑞和村,1,98,228,10,18,1962,0.39877300613497
臺東縣,蘭嶼鄉,朗島村,1,75,132,31,42,1848,0.27536231884058
臺東縣,蘭嶼鄉,東清村,1,78,258,68,78,3018,0.53571428571429
臺東縣,蘭嶼鄉,紅頭村,1,93,282,53,48,3174,0.504
臺東縣,蘭嶼鄉,椰油村,1,47,239,27,30,2274,0.67132867132867
臺東縣,海端鄉,廣原村,1,29,348,7,9,2163,0.84615384615385
臺東縣,海端鄉,海端村,1,42,434,14,27,2748,0.82352941176471
臺東縣,海端鄉,崁頂村,1,30,273,10,9,1677,0.8019801980198
臺東縣,海端鄉,利稻村,1,26,99,5,9,705,0.584
臺東縣,海端鄉,霧鹿村,1,10,143,4,9,816,0.86928104575163
臺東縣,海端鄉,加拿村,1,18,230,4,9,1458,0.85483870967742
臺東縣,卑南鄉,富山村,1,109,197,9,18,1566,0.28758169934641
臺東縣,卑南鄉,太平村,3,584,1208,54,57,8592,0.34821428571429
臺東縣,卑南鄉,嘉豐村,2,111,161,11,27,1596,0.18382352941176
臺東縣,卑南鄉,賓朗村,2,582,756,27,27,6447,0.13004484304933
臺東縣,卑南鄉,利吉村,1,91,140,14,12,1284,0.21212121212121
臺東縣,卑南鄉,富源村,1,131,112,8,9,1077,-0.078189300411523
臺東縣,卑南鄉,溫泉村,2,388,307,21,30,3339,-0.11654676258993
臺東縣,卑南鄉,明峰村,2,301,370,33,33,3630,0.10283159463487
臺東縣,卑南鄉,美農村,3,335,275,17,18,3141,-0.098360655737705
臺東縣,卑南鄉,初鹿村,2,326,458,26,27,3807,0.16836734693878
臺東縣,卑南鄉,東興村,1,60,615,20,6,3354,0.82222222222222
臺東縣,卑南鄉,利嘉村,1,147,514,18,15,3063,0.55521936459909
臺東縣,東河鄉,尚德村,1,51,83,8,9,822,0.23880597014925
臺東縣,東河鄉,隆昌村,1,70,214,5,6,1551,0.50704225352113
臺東縣,東河鄉,北源村,3,168,583,33,24,5265,0.5525965379494
臺東縣,東河鄉,泰源村,1,124,480,31,9,3918,0.58940397350993
臺東縣,東河鄉,東河村,1,88,423,15,9,2865,0.65557729941292
臺東縣,東河鄉,興昌村,1,200,361,15,24,2790,0.28698752228164
臺東縣,東河鄉,都蘭村,3,385,830,42,48,6402,0.36625514403292
臺東縣,臺東市,永樂里,1,458,734,32,15,5166,0.23154362416107
臺東縣,臺東市,成功里,1,247,303,13,15,2424,0.10181818181818
臺東縣,臺東市,岩灣里,1,271,682,36,18,4851,0.43126967471144
臺東縣,臺東市,鐵花里,1,141,151,3,0,1233,0.034246575342466
臺東縣,臺東市,知本里,1,254,550,21,36,3780,0.3681592039801
臺東縣,臺東市,富岡里,1,264,667,22,39,4686,0.4328678839957
臺東縣,臺東市,豐田里,2,569,705,23,39,5757,0.10675039246468
臺東縣,臺東市,光明里,2,405,1030,42,9,6453,0.43554006968641
臺東縣,臺東市,大同里,1,171,336,11,15,2265,0.32544378698225
臺東縣,臺東市,豐樂里,1,596,338,24,21,4206,-0.2762312633833
臺東縣,臺東市,建國里,1,349,514,24,18,3972,0.19119351100811
臺東縣,臺東市,豐年里,2,455,1105,42,33,7383,0.41666666666667
臺東縣,臺東市,豐里里,2,616,794,26,30,6540,0.12624113475177
臺東縣,臺東市,新園里,1,314,596,35,21,4392,0.30989010989011
臺東縣,臺東市,中華里,1,433,623,26,30,4959,0.17992424242424
臺東縣,臺東市,自強里,3,906,1732,76,21,11589,0.3131159969674
臺東縣,臺東市,建興里,1,267,318,18,21,2709,0.087179487179487
臺東縣,臺東市,建和里,1,252,561,21,24,3990,0.38007380073801
臺東縣,臺東市,民族里,1,429,583,28,9,4128,0.15217391304348
臺東縣,臺東市,東海里,2,607,1279,71,57,8595,0.35630965005302
臺東縣,臺東市,豐原里,1,359,351,17,27,3300,-0.011267605633803
臺東縣,臺東市,四維里,1,110,285,6,21,1824,0.44303797468354
臺東縣,臺東市,復興里,1,93,189,9,0,1335,0.34042553191489
臺東縣,臺東市,建業里,1,254,501,17,33,3630,0.32715231788079
臺東縣,臺東市,南榮里,2,376,1058,43,45,7137,0.47559274755927
臺東縣,臺東市,文化里,1,170,333,21,21,2616,0.32405566600398
臺東縣,臺東市,馬蘭里,2,536,1273,58,27,8022,0.40740740740741
臺東縣,臺東市,民權里,1,187,357,24,18,2676,0.3125
臺東縣,臺東市,強國里,1,166,242,17,9,1869,0.18627450980392
臺東縣,臺東市,仁愛里,1,204,295,10,15,2172,0.18236472945892
臺東縣,臺東市,中山里,1,236,345,20,15,2535,0.18760757314974
臺東縣,臺東市,富豐里,1,161,338,22,27,2538,0.35470941883768
臺東縣,臺東市,建農里,2,198,829,37,36,5346,0.61441090555015
臺東縣,臺東市,中心里,2,631,1274,74,36,8589,0.33753280839895
臺東縣,臺東市,豐榮里,5,1356,3314,158,102,21639,0.41927194860814
臺東縣,臺東市,民生里,2,772,1252,55,21,9159,0.23715415019763
臺東縣,臺東市,中正里,1,247,318,13,18,2571,0.12566371681416
臺東縣,臺東市,復國里,1,140,301,8,9,2040,0.36507936507937
臺東縣,臺東市,寶桑里,1,196,352,25,0,2550,0.28467153284672
臺東縣,臺東市,南王里,2,430,1118,52,30,7206,0.44444444444444
臺東縣,臺東市,新興里,1,283,400,21,9,3141,0.17130307467057
臺東縣,臺東市,豐谷里,3,828,1974,83,69,13581,0.40899357601713
臺東縣,臺東市,康樂里,1,350,487,33,24,3747,0.1636798088411
臺東縣,大武鄉,南興村,1,83,236,4,12,1857,0.47962382445141
臺東縣,大武鄉,大竹村,2,36,389,8,3,2388,0.83058823529412
臺東縣,大武鄉,大鳥村,1,45,520,23,24,3267,0.84070796460177
臺東縣,大武鄉,大武村,1,230,477,21,18,4290,0.34936350777935
臺東縣,大武鄉,尚武村,1,319,407,29,36,4608,0.12121212121212
臺東縣,達仁鄉,安朔村,2,68,294,9,6,2028,0.62430939226519
臺東縣,達仁鄉,南田村,1,21,166,5,3,1092,0.77540106951872
臺東縣,達仁鄉,森永村,1,53,164,7,3,1269,0.51152073732719
臺東縣,達仁鄉,台村,1,30,334,11,12,1848,0.83516483516484
臺東縣,達仁鄉,新化村,1,19,164,2,6,966,0.79234972677596
臺北市,信義區,敦厚里,3,1209,1977,98,57,12993,0.24105461393597
臺東縣,達仁鄉,土村,1,18,402,7,12,2433,0.91428571428571
桃園縣,蘆竹鄉,南榮村,3,1268,1794,81,45,12504,0.17178314826911
臺東縣,太麻里鄉,北里村,1,155,198,5,9,1632,0.12181303116147
臺東縣,太麻里鄉,泰和村,2,344,580,16,27,4218,0.25541125541126
臺東縣,太麻里鄉,美和村,2,361,417,22,15,3726,0.071979434447301
臺東縣,太麻里鄉,多良村,2,39,440,16,24,2652,0.83716075156576
臺東縣,太麻里鄉,華源村,1,226,165,14,27,1794,-0.15601023017903
臺東縣,太麻里鄉,三和村,1,174,208,10,0,1830,0.089005235602094
臺東縣,太麻里鄉,大王村,2,362,722,26,45,5301,0.33210332103321
臺東縣,太麻里鄉,香蘭村,2,144,297,14,21,2433,0.3469387755102
臺東縣,池上鄉,振興村,1,40,165,7,6,1254,0.60975609756098
臺東縣,池上鄉,大坡村,1,39,121,1,9,1071,0.5125
臺東縣,池上鄉,新興村,1,197,273,2,15,2553,0.16170212765957
臺東縣,池上鄉,慶豐村,1,121,242,5,18,2058,0.33333333333333
臺東縣,池上鄉,大埔村,2,124,316,19,12,2448,0.43636363636364
臺東縣,池上鄉,萬安村,1,100,97,3,9,1008,-0.015228426395939
臺東縣,池上鄉,福原村,2,446,720,35,30,5796,0.23499142367067
臺東縣,池上鄉,富興村,1,64,134,7,18,1176,0.35353535353535
臺東縣,池上鄉,福文村,2,240,406,26,39,3693,0.25696594427245
臺東縣,關山鎮,新福里,1,155,338,17,9,2634,0.37119675456389
臺東縣,關山鎮,中福里,1,218,358,13,18,2556,0.24305555555556
臺東縣,關山鎮,德高里,2,280,667,17,21,4878,0.40865892291447
臺東縣,關山鎮,月眉里,1,160,254,15,15,2223,0.22705314009662
臺東縣,關山鎮,里里,2,264,730,34,33,5061,0.46881287726358
臺東縣,關山鎮,豐泉里,1,192,477,22,21,3324,0.42600896860987
臺東縣,關山鎮,電光里,1,62,222,8,12,1671,0.56338028169014
臺東縣,金峰鄉,正興村,1,19,319,20,6,1506,0.88757396449704
臺東縣,金峰鄉,賓茂村,1,13,200,4,0,963,0.87793427230047
臺東縣,金峰鄉,嘉蘭村,1,40,653,16,21,3270,0.88455988455988
臺東縣,金峰鄉,歷坵村,1,9,194,3,3,924,0.91133004926108
臺東縣,金峰鄉,新興村,1,27,259,5,9,1314,0.81118881118881
臺東縣,長濱鄉,三間村,2,118,420,13,30,3225,0.56133828996283
臺東縣,長濱鄉,樟原村、三間村,1,28,90,1,12,783,0.52542372881356
臺東縣,長濱鄉,長濱村,2,279,719,28,24,6081,0.44088176352705
臺東縣,長濱鄉,竹湖村,1,134,288,10,9,2997,0.36492890995261
臺東縣,長濱鄉,忠勇村,1,76,169,10,6,1701,0.37959183673469
臺東縣,長濱鄉,寧埔村,2,115,455,17,21,4005,0.59649122807018
臺東縣,長濱鄉,樟原村,1,85,252,10,15,1929,0.49554896142433
臺東縣,成功鎮,三民里,2,271,1121,46,57,8118,0.61063218390805
臺東縣,成功鎮,博愛里,1,53,262,7,18,2013,0.66349206349206
臺東縣,成功鎮,忠孝里,2,146,367,15,12,3144,0.4307992202729
臺東縣,成功鎮,忠智里,2,318,826,34,18,5703,0.44405594405594
臺東縣,成功鎮,忠仁里,3,377,911,42,33,6621,0.41459627329193
臺東縣,成功鎮,三仙里,2,154,551,20,36,4491,0.56312056737589
臺東縣,成功鎮,和平里,1,72,293,5,6,2337,0.60547945205479
臺東縣,成功鎮,信義里,3,164,775,37,21,5757,0.6506922257721
臺東縣,延平鄉,武陵村,1,19,289,6,6,1650,0.87662337662338
臺東縣,延平鄉,永康村,1,11,155,3,9,810,0.86746987951807
臺東縣,延平鄉,鸞山村,1,35,280,9,6,1656,0.77777777777778
臺東縣,延平鄉,紅葉村,1,26,174,2,15,1206,0.74
嘉義縣,大林鎮,平林里,3,1932,1843,78,69,15864,-0.023576158940397
南投縣,國姓鄉,石門村,2,419,661,30,21,5121,0.22407407407407
南投縣,國姓鄉,福龜村,2,466,781,43,6,5454,0.25260625501203
南投縣,國姓鄉,北山村,2,431,566,31,30,4668,0.13540621865597
南投縣,國姓鄉,大石村,1,200,239,15,15,2169,0.088838268792711
南投縣,國姓鄉,長豐村,1,171,337,13,24,2349,0.32677165354331
南投縣,國姓鄉,國姓村,2,464,631,21,24,5058,0.15251141552511
南投縣,國姓鄉,柑林村,1,330,468,26,27,3519,0.17293233082707
南投縣,國姓鄉,大旗村,1,239,238,7,18,2184,-0.0020964360587002
南投縣,國姓鄉,長福村,1,204,239,15,9,2037,0.079006772009029
南投縣,國姓鄉,乾溝村,1,248,313,13,21,2469,0.11586452762923
南投縣,國姓鄉,長流村,1,336,564,23,18,4227,0.25333333333333
南投縣,中寮鄉,義和村,2,410,366,21,21,3249,-0.056701030927835
南投縣,中寮鄉,復興村,1,103,95,3,6,888,-0.04040404040404
南投縣,中寮鄉,永平村,2,489,715,30,30,5190,0.18770764119601
南投縣,中寮鄉,廣興村,1,348,214,10,9,2562,-0.23843416370107
南投縣,中寮鄉,崁頂村,2,151,143,13,3,1404,-0.027210884353742
南投縣,中寮鄉,八仙村,2,248,263,16,18,2322,0.029354207436399
南投縣,中寮鄉,福盛村,2,272,228,10,15,2313,-0.088
南投縣,中寮鄉,清水村,1,276,269,9,6,2625,-0.012844036697248
南投縣,中寮鄉,永和村,1,179,193,9,6,1638,0.037634408602151
南投縣,中寮鄉,廣福村,1,203,147,10,9,1614,-0.16
南投縣,中寮鄉,龍安村,1,262,201,14,6,2109,-0.1317494600432
南投縣,中寮鄉,永芳村,1,164,166,10,6,1386,0.0060606060606061
南投縣,中寮鄉,中寮村,1,199,261,8,3,2097,0.13478260869565
南投縣,中寮鄉,永福村,2,365,459,32,33,3720,0.11407766990291
南投縣,中寮鄉,內城村,1,137,158,7,15,1407,0.071186440677966
南投縣,中寮鄉,龍岩村,1,229,234,23,24,1980,0.010799136069114
南投縣,中寮鄉,和興村,1,220,214,12,9,2049,-0.013824884792627
南投縣,中寮鄉,爽文村,1,163,172,10,21,1503,0.026865671641791
南投縣,竹山鎮,延平里,3,1089,890,54,57,8613,-0.10055583628095
南投縣,竹山鎮,中和里,1,472,228,10,33,3054,-0.34857142857143
南投縣,竹山鎮,竹山里,2,700,824,31,27,6144,0.081364829396325
南投縣,竹山鎮,中崎里,1,443,458,17,24,4062,0.016648168701443
南投縣,竹山鎮,延正里,2,578,531,32,63,5094,-0.042380522993688
南投縣,竹山鎮,鯉魚里,2,267,235,11,27,2598,-0.063745019920319
南投縣,竹山鎮,大鞍里,1,119,149,3,6,1245,0.11194029850746
南投縣,竹山鎮,桶頭里,2,355,263,16,21,2922,-0.14886731391586
南投縣,竹山鎮,瑞竹里,1,229,203,9,15,1950,-0.060185185185185
南投縣,竹山鎮,下坪里,2,393,407,14,15,3408,0.0175
南投縣,竹山鎮,福興里,2,169,250,4,15,1782,0.19331742243437
南投縣,竹山鎮,延祥里,2,1178,1164,61,45,10425,-0.0059777967549103
南投縣,竹山鎮,社寮里,1,434,383,25,45,3402,-0.062423500611995
南投縣,竹山鎮,中山里,4,1460,1580,49,57,13377,0.039473684210526
南投縣,竹山鎮,秀林里,2,277,228,7,18,2187,-0.097029702970297
南投縣,竹山鎮,桂林里,2,1198,1183,67,78,10593,-0.00629987400252
南投縣,竹山鎮,富州里,1,227,228,15,18,2058,0.0021978021978022
南投縣,竹山鎮,山崇里,2,663,564,30,30,5514,-0.080684596577017
南投縣,竹山鎮,德興里,2,328,315,10,15,2688,-0.020217729393468
南投縣,竹山鎮,延和里,3,1460,1685,75,51,13812,0.07154213036566
南投縣,竹山鎮,坪頂里,1,176,129,6,6,1404,-0.15409836065574
南投縣,竹山鎮,中正里,1,203,265,10,15,1971,0.13247863247863
南投縣,竹山鎮,延山里,1,284,237,11,24,2358,-0.09021113243762
南投縣,竹山鎮,田子里,1,196,189,10,27,1842,-0.018181818181818
南投縣,名間鄉,三崙村,2,615,465,21,39,4611,-0.13888888888889
南投縣,竹山鎮,里,1,585,510,24,30,4809,-0.068493150684932
南投縣,竹山鎮,竹圍里,2,688,836,25,75,6867,0.097112860892388
南投縣,埔里鎮,成功里,1,88,113,10,3,963,0.12437810945274
南投縣,埔里鎮,東門里,3,786,1097,60,27,8358,0.1651619755709
南投縣,埔里鎮,西門里,3,855,1264,57,48,9306,0.19301557338367
南投縣,埔里鎮,南村里,1,332,490,18,18,3855,0.19221411192214
南投縣,埔里鎮,南門里,1,299,356,21,18,2724,0.087022900763359
南投縣,埔里鎮,溪南里,1,256,429,14,12,3048,0.25255474452555
南投縣,埔里鎮,水頭里,3,929,1246,70,36,10344,0.14574712643678
南投縣,埔里鎮,鐵山里,1,396,612,27,27,4812,0.21428571428571
南投縣,埔里鎮,北安里,3,790,1343,66,36,9282,0.25925925925926
南投縣,埔里鎮,薰化里,1,351,482,28,12,3342,0.15726290516206
南投縣,埔里鎮,蜈蚣里,3,659,946,66,45,7674,0.17881619937695
南投縣,埔里鎮,北門里,2,613,1006,38,45,7263,0.24274243360099
南投縣,埔里鎮,福興里,1,370,307,16,9,3027,-0.093057607090103
南投縣,埔里鎮,牛眠里,2,938,872,44,33,7962,-0.03646408839779
南投縣,埔里鎮,泰安里,2,481,938,36,15,6108,0.32205778717407
南投縣,埔里鎮,合成里,2,531,534,22,21,4782,0.0028169014084507
南投縣,埔里鎮,向善里,1,203,254,11,9,2028,0.11159737417943
南投縣,埔里鎮,愛蘭里,1,322,582,27,24,4068,0.28761061946903
南投縣,埔里鎮,同聲里,2,643,896,53,24,6792,0.16439246263808
南投縣,埔里鎮,廣成里,1,379,407,14,12,3498,0.035623409669211
南投縣,埔里鎮,北梅里,2,743,1144,39,45,8586,0.21250662427133
南投縣,埔里鎮,杷城里,2,716,952,43,21,7365,0.14148681055156
南投縣,埔里鎮,枇杷里,5,1655,2747,148,63,20493,0.2480690595184
南投縣,埔里鎮,珠格里,1,332,375,13,21,3126,0.060820367751061
南投縣,埔里鎮,史港里,1,177,277,8,12,1953,0.22026431718062
南投縣,埔里鎮,麒麟里,1,280,324,27,24,3120,0.072847682119205
南投縣,埔里鎮,房里里,2,341,473,25,21,3747,0.16216216216216
南投縣,埔里鎮,一新里,1,224,522,14,6,3057,0.39946380697051
南投縣,埔里鎮,清新里,3,850,1465,66,42,10632,0.26565874730022
南投縣,埔里鎮,桃米里,1,271,388,14,6,2994,0.17754172989378
南投縣,埔里鎮,大城里,4,1390,2350,103,87,16791,0.25668449197861
南投縣,埔里鎮,大湳里,1,431,497,27,9,4104,0.071120689655172
南投縣,魚池鄉,武登村,2,161,224,9,18,2037,0.16363636363636
